user_id,loan_amount_k,loanday,multiperiod,overall_rate,gender,age,avgbill,zmscore,action1mon,family,firm,friend,career,repay,best_u,city_u
500701,1.0,30,0.0,0.2622,1,27,15.13,712,72,1,0,1,Company staff,1.0,AI,Nantong
500955,1.0,30,0.0,0.368,1,29,169.45,670,28,1,0,1,White-collar worker,0.0,Insurance,Kunming
501009,1.0,21,0.0,0.1729,0,21,121.7,551,25,1,0,1,Student,1.0,History,Chengde
501180,1.5,90,1.0,0.14378141,1,26,104.63,551,38,1,1,1,Worker,0.0,Cultural Relics Protection,Suqian
501837,1.5,90,1.0,0.14378141,1,26,222.71,551,43,1,1,1,Unknown,0.0,politics,Beijing
501956,1.0,30,0.0,0.2622,1,21,98.24,682,30,1,1,1,Company staff,1.0,Material,Anshan
502306,1.0,21,0.0,0.2453,0,31,97.64,574,12,1,0,1,Company staff,0.0,Literary Film and Television,Nantong
502564,1.0,30,0.0,0.2622,1,21,143.45,588,10,1,0,1,Worker,1.0,educate,Zhengzhou City
503083,1.5,90,1.0,0.14378141,1,25,318.58,551,16,1,1,1,Worker,1.0,Business Administration,Yanji
503601,1.5,120,1.0,0.18277915,1,22,38.13,611,9,1,0,1,Worker,1.0,history,Tai'an City
503736,1.5,120,1.0,0.18277915,1,26,116.27,551,43,1,0,1,Company staff,1.0,architecture,Xuzhou
503865,1.0,21,0.0,0.1729,1,23,79.1,409,23,1,0,1,Company staff,1.0,Unknown,Huanggang
504290,1.0,21,0.0,0.1729,1,23,327.65,589,24,1,0,1,Company staff,1.0,Chinese History,Wuhan
504976,3.0,150,1.0,0.2223935,1,33,214.4,551,35,1,1,1,White-collar worker,0.0,literature,Bozhou
505671,3.0,90,1.0,0.14378141,1,33,151.43,664,32,1,1,1,Self-employed,1.0,economics,Taixing
506315,1.0,14,0.0,0.1575,1,32,46.43,607,16,1,1,1,Worker,0.0,Public Health,Dingzhou
506393,1.5,120,1.0,0.18277915,1,29,128.52,612,20,1,0,1,Self-employed,1.0,architecture,Chuzhou
507002,3.0,90,1.0,0.14378141,0,30,245.44,677,31,1,0,1,Self-employed,1.0,Department of Psychology,Beijing
507163,1.5,90,1.0,0.14378141,1,25,142.48,612,17,1,1,1,Worker,1.0,economics,Yancheng
507878,1.0,21,0.0,0.1729,1,27,277.22,662,8,1,1,1,Worker,1.0,Chinese,Suihua
507945,1.0,30,0.0,0.2622,1,26,185.43,551,79,1,0,1,White-collar worker,1.0,Public Health,Unknown
507952,1.0,30,0.0,0.2622,1,21,99999.0,551,36,1,0,1,Company staff,1.0,Art,Shenyang
508551,1.0,21,0.0,0.1729,1,22,186.67,636,58,1,0,1,Company staff,1.0,Chemical,Lingbao
508853,3.0,150,1.0,0.2223935,1,23,197.98,660,30,1,1,1,White-collar worker,0.0,psychology,Lianyungang
509498,1.0,21,0.0,0.1729,1,26,360.9,551,31,1,1,1,White-collar worker,1.0,Physiology and Pharmacology,Luzhou
509798,1.0,30,0.0,0.2622,1,28,255.4,551,39,1,1,1,Company staff,1.0,Investing,Jinzhou
510307,1.0,21,0.0,0.1729,1,22,99999.0,617,30,1,0,1,Worker,0.0,medicine,Huai'an
510389,1.0,30,0.0,0.2622,1,31,318.74,697,31,1,0,0,Company staff,1.0,literature,Taishan
510435,0.5,14,0.0,0.1122,1,22,122.74,661,21,1,0,1,Worker,1.0,Unknown,Unknown
510454,1.5,90,1.0,0.14378141,1,28,171.52,617,13,1,1,1,Company staff,0.0,"Computer, medicine",Xi'an
510633,2.0,90,1.0,0.14378141,1,22,87.86,675,37,1,0,1,Company staff,1.0,history,Mianyang
510806,1.5,60,1.0,0.10541666,0,30,247.5,686,35,1,1,0,Company staff,0.0,Material,Anshan
511226,1.0,21,0.0,0.1729,1,25,172.85,432,40,1,0,1,Company staff,0.0,law,Longyan
511463,1.0,21,0.0,0.2453,0,21,209.99,639,35,1,1,1,Worker,1.0,economy,Taipei
511476,1.5,90,1.0,0.14378141,1,27,278.81,551,18,1,1,1,Company staff,1.0,psychology,Chongqing
512081,1.0,21,0.0,0.1729,0,21,70.24,551,21,1,0,1,Company staff,1.0,medicine,Ankang
512134,1.0,21,0.0,0.2453,1,23,252.79,555,22,1,0,1,Company staff,0.0,High-tech industry,Suqian
512149,3.0,150,1.0,0.2223935,0,21,134.37,634,17,1,0,1,Worker,1.0,economy,Kashgar
512821,1.0,21,0.0,0.1729,1,37,198.57,551,25,1,0,1,Self-employed,1.0,Law,Xi'an
513459,1.5,120,1.0,0.18277915,1,24,195.92,616,38,1,1,1,White-collar worker,0.0,biology,Qingyang
513470,2.0,90,1.0,0.14378141,0,26,133.85,625,66,1,0,1,White-collar worker,1.0,finance,Guiyang
513789,1.5,120,1.0,0.18277915,1,29,113.38,414,21,0,0,1,Unemployed,1.0,educate,Zhengzhou City
514007,1.0,21,0.0,0.1729,1,23,320.82,622,12,1,0,1,Company staff,1.0,Landscape Architecture Design,Dingxi
514179,1.0,14,0.0,0.1575,0,21,39.53,669,53,1,0,1,Company staff,0.0,International Politics,Nanyang
514200,1.0,30,0.0,0.2622,1,37,156.65,551,62,1,1,1,Company staff,0.0,literature,Pingxiang
514466,1.0,21,0.0,0.1729,1,26,294.36,643,29,1,1,1,Worker,1.0,Law,Shenyang
514851,2.0,90,1.0,0.14378141,1,23,344.58,636,16,1,0,0,Company staff,1.0,psychology,Shangqiu
514933,1.0,21,0.0,0.1729,1,29,265.54,610,23,1,1,1,Company staff,1.0,medicine,Tianjin
514972,1.0,21,0.0,0.1729,1,32,231.32,645,39,1,0,1,Company staff,0.0,Unknown,Dalian
514979,1.5,60,1.0,0.10541666,1,21,131.01,551,22,1,1,1,Company staff,1.0,Unknown,Dalian
515336,1.5,90,1.0,0.14378141,1,23,48.38,627,6,1,1,1,Company staff,1.0,psychology,Tongling
515766,1.0,21,0.0,0.1729,1,32,140.82,703,25,1,1,1,Company staff,0.0,Art Studies,Xicheng
516263,0.5,21,0.0,0.1729,1,24,442.14,578,21,1,0,1,Student,1.0,medicine,Turpan City
516323,1.0,21,0.0,0.1729,1,42,45.72,611,45,1,0,1,Worker,1.0,economy,Kashgar
516875,1.0,21,0.0,0.1729,1,24,195.01,402,35,1,0,1,Company staff,0.0,graphic design,Suizhou
516912,1.0,21,0.0,0.1729,1,37,210.51,551,60,1,0,1,White-collar worker,1.0,Geographic Information System,Yichang
517305,1.5,120,1.0,0.18277915,0,30,45.22,623,69,1,0,1,Company staff,1.0,"Biology, medicine",Fuzhou
518191,2.0,90,1.0,0.14378141,1,23,187.02,642,33,1,0,1,Teacher,0.0,finance,Quanzhou
518246,1.0,30,0.0,0.2622,1,22,219.76,551,12,1,0,1,Worker,1.0,art,Yinchuan
518568,1.0,14,0.0,0.1122,1,25,229.99,551,21,1,0,1,Company staff,1.0,"Economics, Psychology",Jining
518732,3.0,150,1.0,0.2223935,0,28,113.23,583,46,1,0,1,Company staff,1.0,Unknown,Unknown
519014,3.0,150,1.0,0.2223935,1,27,108.85,551,20,1,0,1,Company staff,1.0,Unknown,Unknown
519052,1.0,30,0.0,0.2622,1,23,98.43,551,65,1,0,1,Company staff,1.0,Unknown,Unknown
519232,1.0,21,0.0,0.1729,1,22,190.16,594,25,1,1,0,White-collar worker,1.0,Unknown,Honshi
519526,1.0,21,0.0,0.1729,1,28,129.15,657,48,1,1,0,Online store owner,1.0,Business Administration,Harbin
519688,1.0,30,0.0,0.368,1,24,104.18,659,37,1,0,1,Worker,1.0,economy,Qitaihe City
519746,1.5,90,1.0,0.14378141,1,23,64.0,618,14,1,0,1,Worker,0.0,graphic design,Suizhou
519760,2.0,90,1.0,0.14378141,1,31,202.45,551,47,1,0,1,Legal representative of a company,1.0,psychology,other
519808,1.0,21,0.0,0.1729,1,26,77.98,612,34,1,0,1,Worker,1.0,Unknown,Nanyang
519904,1.0,30,0.0,0.368,0,22,86.22,551,7,1,0,1,Company staff,0.0,Business Administration,Yanji
520421,0.5,30,0.0,0.2622,1,24,346.57,560,47,1,0,1,Company staff,1.0,Social Sciences,Xining
520664,1.0,30,0.0,0.2622,1,28,213.23,610,24,1,1,1,Company staff,0.0,literature,Bozhou
520995,1.0,21,0.0,0.1729,0,23,68.33,551,14,1,0,1,Company staff,1.0,Unknown,Unknown
521120,1.0,30,0.0,0.368,1,27,78.33,645,48,1,1,1,White-collar worker,1.0,AI,Fuyang
521491,3.0,150,1.0,0.2223935,1,24,213.4,662,20,1,0,1,Self-employed,1.0,news,Beijing
521536,1.0,21,0.0,0.1729,1,22,99999.0,551,15,1,0,1,Worker,1.0,math,Hengshui
521569,1.0,21,0.0,0.1729,1,24,254.78,621,16,1,0,1,Self-employed,1.0,Geology,Pingding Mountain
521596,1.0,21,0.0,0.1729,0,28,398.08,652,40,1,0,0,Company staff,1.0,sociology,Dongguan
521833,2.0,60,1.0,0.10541666,1,22,105.84,650,30,1,0,1,Worker,1.0,Social Sciences,Yining
521844,1.0,21,0.0,0.1729,1,37,257.99,551,32,1,0,1,Company staff,1.0,Art,Shenzhen
521935,1.0,30,0.0,0.2622,0,26,143.38,551,12,1,1,1,Worker,0.0,finance,Daqing City
522234,1.0,14,0.0,0.1122,1,26,200.74,455,29,1,0,1,Unknown,0.0,"Biology, psychology",Unknown
522291,1.0,21,0.0,0.1729,1,30,190.81,551,40,1,1,1,Self-employed,0.0,Geographic Information System,Yichang
522586,1.0,14,0.0,0.1122,1,22,151.24,641,8,1,0,1,Worker,1.0,literature,Wuxi
522966,1.0,21,0.0,0.2453,1,24,147.1,634,20,1,0,1,Company staff,0.0,Physiology and Pharmacology,Luzhou
523011,3.0,150,1.0,0.2223935,1,24,123.99,563,25,1,0,1,Company staff,1.0,Unknown,Xuanwei
523313,1.0,14,0.0,0.1122,1,36,73.36,659,20,1,0,1,White-collar worker,1.0,law,Longyan
523319,1.0,21,0.0,0.1729,1,24,242.76,551,34,1,0,1,Company staff,0.0,finance,Sanming
523334,1.0,21,0.0,0.1729,1,35,137.64,608,51,1,0,1,Company staff,0.0,Economic management,Selangor
523391,1.0,21,0.0,0.2453,1,30,85.68,551,22,1,0,1,Company staff,0.0,literature,Taishan
523884,0.5,14,0.0,0.1122,1,31,240.94,551,71,1,0,1,Entrepreneur,1.0,finance,Chengdu
523955,1.0,21,0.0,0.1729,0,25,200.92,615,39,1,1,1,Company staff,1.0,Art,Beijing
524554,0.7,30,0.0,0.2622,1,23,143.52,672,36,1,0,1,White-collar worker,1.0,Unknown,Bozhou
524575,2.0,120,1.0,0.18277915,1,25,229.23,636,14,1,1,1,Worker,1.0,Unknown,Fuzhou
524652,1.5,60,1.0,0.10541666,1,37,100.1,429,24,1,0,1,Self-employed,0.0,Social Sciences,Xining
524686,1.0,21,0.0,0.1729,1,35,178.27,629,20,1,1,1,White-collar worker,1.0,Deep Learning,Harbin
525323,2.0,120,1.0,0.18277915,1,24,246.42,630,68,1,0,1,Company staff,1.0,Unknown,Unknown
525382,1.0,30,0.0,0.2622,1,27,311.99,551,28,1,0,1,Company staff,1.0,Unknown,Unknown
525435,3.0,150,1.0,0.2223935,1,26,108.45,669,13,1,1,0,Company staff,1.0,math,Hengshui
525538,1.0,21,0.0,0.1729,1,24,197.04,662,24,1,0,1,Other,1.0,Unknown,Unknown
525666,1.0,21,0.0,0.1729,1,28,129.92,610,50,1,0,1,White-collar worker,0.0,Social Sciences,Qingyang
526079,1.0,21,0.0,0.1729,1,21,187.83,640,15,1,1,1,Company staff,1.0,Unknown,Huaihua
526239,1.0,21,0.0,0.1729,0,21,203.64,658,27,1,0,1,White-collar worker,1.0,economics,Xingping
526660,1.0,21,0.0,0.2453,1,24,124.03,601,14,1,1,1,Worker,1.0,Accounting,Hegang
526917,3.0,150,1.0,0.2223935,1,23,221.76,551,48,1,0,1,Company staff,1.0,Unknown,Yantai
527013,1.0,21,0.0,0.1729,1,23,175.03,638,46,1,0,1,Company staff,1.0,Art,Shenzhen
527252,1.0,21,0.0,0.1729,1,25,225.56,551,14,1,1,1,Company staff,1.0,literature,Shanghai
527402,1.0,21,0.0,0.1729,0,29,169.16,625,24,1,0,1,White-collar worker,1.0,School of Life Sciences,Mudanjiang City
527734,3.0,90,1.0,0.14378141,1,23,273.4,676,23,1,0,1,Company staff,1.0,psychology,Anqing
527746,1.0,21,0.0,0.1729,0,26,184.56,551,16,1,0,1,Company staff,1.0,game,Qujing
528615,1.0,21,0.0,0.1729,0,28,84.82,551,23,1,1,1,Company staff,1.0,Humanities,Beijing
528694,1.5,90,1.0,0.14378141,1,29,161.77,609,20,1,1,1,White-collar worker,1.0,Unknown,Unknown
528911,2.0,60,1.0,0.10541666,1,31,213.28,697,18,1,1,1,Legal representative of a company,1.0,Unknown,Unknown
528987,1.0,21,0.0,0.1729,1,35,99999.0,551,54,1,0,1,Company staff,1.0,literature,Taishan
529030,1.0,21,0.0,0.2453,1,31,218.09,551,37,1,1,1,Company staff,0.0,Unknown,Fuzhou
529326,1.0,14,0.0,0.1122,1,28,390.82,413,51,1,1,1,Company staff,1.0,physics,Taiyuan
529569,1.0,21,0.0,0.2453,1,27,198.55,551,31,1,0,1,Worker,1.0,Unknown,Unknown
529843,1.5,120,1.0,0.18277915,1,24,231.65,551,33,1,0,1,Entrepreneur,1.0,physics,Unknown
530208,1.5,60,1.0,0.10541666,1,23,276.97,599,50,1,0,1,White-collar worker,1.0,"Physics, computers",Anyang
530313,1.0,14,0.0,0.1575,1,29,230.2,601,21,1,1,1,White-collar worker,1.0,Environmental Management,Chengde
530567,1.0,21,0.0,0.2453,1,23,145.31,625,17,1,0,1,Company staff,1.0,transportation,Dongying
530569,1.5,120,1.0,0.18277915,1,21,222.05,551,20,1,1,1,Company staff,1.0,Student Development,Xining
530808,1.0,21,0.0,0.1729,1,21,245.7,551,37,1,0,1,Other,1.0,economics,Taixing
531138,1.0,30,0.0,0.2622,1,24,52.29,606,19,1,0,1,Company staff,1.0,Social Sciences,Xining
531542,1.5,90,1.0,0.14378141,1,22,119.77,606,25,1,1,1,Company staff,1.0,Life Science,Yinchuan
531636,1.0,30,0.0,0.2622,1,25,164.91,616,37,1,0,1,Company staff,1.0,literature,Taishan
531821,1.0,21,0.0,0.1729,1,25,79.98,606,38,1,0,1,Company staff,0.0,Global Health,Ordos
532073,1.5,60,1.0,0.10541666,0,21,352.47,627,20,1,0,1,Company staff,1.0,Life Science,Yinchuan
532075,1.5,120,1.0,0.18277915,1,24,29.88,625,60,1,0,1,Company staff,1.0,Law,Shenyang
532256,1.0,21,0.0,0.1729,1,30,682.81,551,30,1,0,1,Company staff,1.0,Unknown,Guang'an
532263,1.5,90,1.0,0.14378141,1,41,509.29,621,47,1,1,1,Company staff,1.0,Accounting,Qionghai
532468,0.5,14,0.0,0.1122,1,21,319.68,458,21,1,0,1,Company staff,0.0,literature,Taishan
532583,1.0,21,0.0,0.2453,1,32,95.03,646,29,1,0,1,Worker,1.0,psychology,Quanzhou
532671,1.0,21,0.0,0.1729,1,25,238.89,551,36,1,1,1,Self-employed,1.0,Unknown,Fuzhou
532891,3.0,90,1.0,0.14378141,1,30,202.64,667,32,1,0,1,Self-employed,1.0,Unknown,Unknown
532911,1.0,21,0.0,0.1729,1,29,236.89,449,23,1,1,1,Worker,1.0,Unknown,Nanyang
533034,0.5,21,0.0,0.1729,1,24,226.66,612,34,1,1,1,Company staff,1.0,Psychology and Communication,Xiamen
533222,0.5,14,0.0,0.1122,1,23,99.43,435,25,1,0,1,Company staff,0.0,Student Development,Xining
533321,2.0,120,1.0,0.18277915,0,32,177.78,596,23,1,0,1,Company staff,1.0,anthropology,Mudanjiang
533338,1.5,90,1.0,0.14378141,1,22,20.44,595,6,1,1,1,Company staff,1.0,language,Taiyuan
533364,1.5,90,1.0,0.14378141,1,29,162.27,558,20,1,1,1,Company staff,1.0,politics,Shangqiu City
533511,1.0,21,0.0,0.1729,1,29,134.71,609,33,1,0,1,Company staff,1.0,Unknown,Unknown
533616,1.0,21,0.0,0.1729,1,24,230.97,551,31,1,1,1,Company staff,1.0,finance,Xi'an
533661,3.0,150,1.0,0.2223935,1,36,250.15,677,11,1,0,1,Other,0.0,criminal law,Yantai
533979,2.0,90,1.0,0.14378141,1,23,180.76,643,11,1,1,1,Company staff,1.0,psychology,Fushun
534001,1.0,21,0.0,0.1729,1,28,168.84,651,27,1,1,1,Company staff,1.0,Unknown,Leshan
534296,1.0,21,0.0,0.1729,0,22,154.35,604,20,1,1,1,Company staff,1.0,Unknown,Fuzhou
534418,3.0,150,1.0,0.2223935,1,29,241.62,672,28,1,1,1,Company staff,1.0,finance,Guiyang
534435,2.0,120,1.0,0.18277915,0,24,178.02,635,16,1,0,1,Online store owner,0.0,"Psychological, economic",Ya'an
534912,1.0,21,0.0,0.1729,1,34,339.23,551,23,1,1,1,Company staff,0.0,Unknown,Fushun
535099,1.5,90,1.0,0.14378141,1,29,96.94,556,11,1,1,1,Worker,0.0,finance,Guiyang
535636,1.0,21,0.0,0.1729,1,22,250.14,610,21,1,1,1,Worker,1.0,physics,Taiyuan
535732,1.0,30,0.0,0.2622,1,31,115.47,674,42,1,0,1,Company staff,1.0,medicine,Ankang
535873,1.0,21,0.0,0.1729,1,34,133.1,666,49,1,0,1,Self-employed,1.0,physics,Unknown
536154,1.5,90,1.0,0.14378141,1,30,78.9,608,13,1,1,1,White-collar worker,0.0,computer,Jiujiang
536238,1.0,14,0.0,0.1122,1,27,237.3,570,52,1,1,1,Company staff,1.0,finance,Guiyang
536251,1.0,30,0.0,0.2622,0,28,178.24,551,31,1,1,1,Company staff,0.0,literature,Shanghai
536303,1.0,21,0.0,0.1729,1,36,428.62,551,27,1,0,1,Legal representative of a company,0.0,physics,Qianjiang
536508,1.5,90,1.0,0.14378141,1,35,201.24,551,29,1,1,1,Worker,0.0,history,Jingdezhen
536542,1.0,21,0.0,0.1729,1,22,57.46,551,15,1,1,1,Worker,1.0,advertise,Unknown
536912,1.0,21,0.0,0.2453,1,22,213.22,551,46,1,0,1,Worker,1.0,foreign language,Altay
537422,2.0,120,1.0,0.18277915,1,23,346.15,551,25,1,1,1,Company staff,1.0,psychology,-
537515,1.0,21,0.0,0.1729,1,30,30.08,551,16,1,1,1,Company staff,1.0,medicine,Ankang
537752,3.0,90,1.0,0.14378141,1,24,450.43,551,47,1,1,1,White-collar worker,1.0,Deep Learning,Harbin
537919,1.0,30,0.0,0.2622,1,30,190.0,653,64,1,0,1,Company staff,1.0,Unknown,Unknown
537943,1.0,21,0.0,0.1729,1,24,199.5,551,41,1,1,1,Worker,0.0,School of Life Sciences,Mudanjiang City
538459,1.5,120,1.0,0.18277915,1,37,292.17,551,17,1,0,1,Other,1.0,Deep Learning,Harbin
538561,1.0,20,0.0,0.1679,1,28,268.1,551,43,1,1,0,Worker,1.0,biology,Ningde
538581,1.0,21,0.0,0.1729,0,32,162.87,684,47,1,0,1,Company staff,1.0,Economic management,Selangor
538592,1.0,21,0.0,0.1729,1,23,240.41,551,25,1,1,1,White-collar worker,1.0,psychology,Tongling
538716,1.0,21,0.0,0.1729,1,24,99.44,451,56,1,1,1,Other,0.0,criminal law,Yantai
538726,1.0,21,0.0,0.1729,1,26,206.4,684,18,1,1,1,Company staff,1.0,Art Studies,Xicheng
538763,1.0,21,0.0,0.1729,1,23,152.44,630,39,1,1,0,Company staff,1.0,art,Yinchuan
538820,1.5,90,1.0,0.14378141,1,46,193.27,629,16,1,0,1,Company staff,0.0,Unknown,Unknown
538846,1.0,14,0.0,0.1122,1,26,321.69,551,24,1,1,1,Worker,0.0,criminal law,Yantai
539155,1.0,30,0.0,0.2622,1,27,420.55,409,9,1,1,1,Self-employed,1.0,"Medicine, Biology",Yinchuan
539658,1.5,90,1.0,0.14378141,1,28,196.85,617,13,1,0,1,Company staff,0.0,Chinese,Suihua
539712,1.0,21,0.0,0.1729,1,38,197.7,551,74,1,0,1,Company staff,1.0,psychology,Panjin
539838,2.0,90,1.0,0.14378141,1,24,185.3,627,34,1,1,1,Worker,1.0,Public Health,Dingzhou
539864,1.5,90,1.0,0.14378141,1,38,227.35,551,18,1,1,1,White-collar worker,0.0,Landscape Architecture Design,Dingxi
539887,1.0,30,0.0,0.2622,1,22,69.2,628,11,1,0,1,Company staff,1.0,"Biology, medicine",Fuzhou
539983,1.0,14,0.0,0.1122,1,22,76.52,653,31,1,0,1,Worker,1.0,literature,Shanghai
540605,1.5,90,1.0,0.14378141,1,22,277.71,441,2,1,1,1,Company staff,0.0,Chemical,Lingbao
540794,1.5,90,1.0,0.14378141,1,23,205.0,601,10,1,1,1,Company staff,1.0,Clinical Medicine,Taixing
541895,1.5,120,1.0,0.18277915,1,26,253.45,551,16,1,1,1,Company staff,1.0,politics,Beijing
542525,1.0,21,0.0,0.1729,1,24,185.65,551,16,1,0,1,Company staff,1.0,School of Life Sciences,Mudanjiang City
542550,1.0,21,0.0,0.2453,0,28,105.75,663,2,1,1,1,Worker,1.0,Unknown,Shangqiu
542661,3.0,90,1.0,0.14378141,0,34,93.66,551,35,1,1,1,Company staff,0.0,psychology,Fushun
542784,1.0,14,0.0,0.1122,1,21,66.9,551,14,1,1,1,Company staff,1.0,economy,Qitaihe City
543108,1.0,21,0.0,0.1729,0,30,107.06,570,28,1,1,1,Self-employed,0.0,entertainment,other
543209,1.0,30,0.0,0.2622,1,22,328.19,580,29,1,1,1,Self-employed,1.0,Law,Zhangjiajie
543324,3.0,90,1.0,0.14378141,1,26,184.97,551,21,1,0,1,Company staff,1.0,medicine,Huai'an
543329,1.0,21,0.0,0.1729,1,30,222.96,551,24,1,0,1,Company staff,1.0,psychology,Shangluo City
543438,2.0,120,1.0,0.18277915,1,24,197.09,551,55,1,0,1,Company staff,1.0,Psychology and Communication,Xiamen
543713,3.0,90,1.0,0.14378141,1,24,156.33,640,40,1,1,1,Company staff,1.0,"Accounting, finance, psychology",Xi'an
543760,3.0,150,1.0,0.2223935,0,25,146.7,686,15,1,1,1,Company staff,1.0,Law,Xi'an
543824,1.0,21,0.0,0.1729,0,24,111.86,457,12,1,1,1,Company staff,1.0,Student Development,Xining
544077,1.0,21,0.0,0.2453,1,29,51.69,610,39,1,1,1,Company staff,1.0,Unknown,Nanyang
544272,1.5,60,1.0,0.10541666,1,24,212.32,551,22,1,0,1,Worker,0.0,Unknown,Unknown
544700,3.0,150,1.0,0.2223935,1,30,289.58,551,38,1,0,1,Worker,0.0,Chinese,Suihua
544834,1.0,21,0.0,0.1729,1,24,196.39,650,16,1,0,1,Self-employed,1.0,literature,Taishan
545019,1.5,90,1.0,0.14378141,1,26,151.93,414,77,1,1,1,Company staff,0.0,History,Chengde
545111,3.0,150,1.0,0.2223935,1,38,120.5,551,17,1,1,1,Worker,0.0,entertainment,other
545113,2.0,90,1.0,0.14378141,0,22,129.86,641,17,1,0,1,White-collar worker,1.0,psychology,Shangqiu
545298,2.0,90,1.0,0.14378141,0,24,99999.0,648,23,1,0,1,Company staff,1.0,Global Health,Ordos
545473,3.0,150,1.0,0.2223935,1,26,150.28,643,8,1,1,1,Company staff,1.0,"Computer, medicine",Xi'an
545528,1.0,21,0.0,0.1729,1,27,324.39,623,22,1,0,1,Worker,1.0,Art,Huzhou
545937,1.0,30,0.0,0.2622,0,25,165.72,689,17,1,0,1,White-collar worker,1.0,economy,Qitaihe City
545954,1.0,30,0.0,0.2622,1,23,109.56,645,41,1,1,1,White-collar worker,1.0,psychology,Lianyungang
546023,2.0,90,1.0,0.14378141,1,25,182.61,641,17,1,0,1,Worker,1.0,photoelectric,Jining
547026,1.0,21,0.0,0.1729,1,28,161.09,652,16,1,0,1,Worker,1.0,Radio and Television,Zhuhai
547203,2.0,90,1.0,0.14378141,1,23,245.11,648,31,1,0,1,Company staff,0.0,strategy,Shanghai
547216,1.0,21,0.0,0.2453,1,26,210.12,632,46,1,0,1,Worker,1.0,economy,Mianyang
547389,1.5,120,1.0,0.18277915,1,24,184.15,606,14,1,0,1,Company staff,1.0,psychology,Shangluo City
547450,2.0,120,1.0,0.18277915,1,23,181.13,430,38,1,0,1,Worker,0.0,criminal law,Yantai
547726,1.0,21,0.0,0.2453,1,30,173.66,551,19,1,1,1,Worker,0.0,finance,Leshan
547853,1.0,21,0.0,0.1729,1,35,264.23,551,13,1,0,1,Company staff,0.0,finance,Chengdu
548016,1.0,21,0.0,0.1729,1,24,135.77,619,33,1,0,1,White-collar worker,1.0,medicine,Huai'an
548337,2.0,90,1.0,0.14378141,0,25,230.5,633,28,1,0,1,Company staff,1.0,economy,sunshine
548381,1.0,21,0.0,0.1729,1,30,115.63,551,14,1,0,1,Company staff,1.0,photoelectric,Jining
548927,3.0,150,1.0,0.2223935,1,23,92.85,668,39,1,0,1,Company staff,1.0,International Politics,Nanyang
549435,1.0,21,0.0,0.2453,1,25,141.82,694,72,1,0,1,Company staff,1.0,art,Yinchuan
549632,1.0,21,0.0,0.1729,1,22,118.67,442,20,1,0,1,Worker,1.0,Unknown,Fuzhou
549770,3.0,150,1.0,0.2223935,1,23,353.06,643,35,1,1,1,White-collar worker,1.0,Unknown,Fuzhou
549915,1.0,30,0.0,0.2622,1,26,305.95,551,44,1,0,1,Entrepreneur,1.0,Deep Learning,Harbin
549979,1.0,21,0.0,0.1729,1,27,101.46,551,42,1,0,1,Company staff,1.0,Art,Shenyang
550029,1.0,20,0.0,0.2323,0,32,116.48,631,46,1,0,1,Company staff,0.0,Urban and rural planning,Shanghai
550253,2.0,120,1.0,0.18277915,1,24,211.3,433,24,1,0,1,Teacher,0.0,computer?,Chengdu
550257,1.5,120,1.0,0.18277915,1,31,200.06,551,12,1,0,1,Company staff,1.0,sociology,Guangzhou
550322,3.0,150,1.0,0.2223935,0,24,205.96,551,31,1,0,1,Worker,1.0,Art,Qinhuangdao
551463,1.0,21,0.0,0.1729,0,27,225.96,569,22,1,0,1,Company staff,1.0,Tourism discipline,Taichung
551674,1.0,21,0.0,0.1729,0,21,188.06,585,24,1,0,1,Company staff,1.0,"Accounting, finance, psychology",Xi'an
551706,1.0,14,0.0,0.1122,1,23,378.94,485,26,1,1,1,Company staff,1.0,Art Studies,Xicheng
551835,3.0,150,1.0,0.2223935,1,25,315.04,655,25,1,0,1,Company staff,1.0,Unknown,Unknown
551860,1.0,21,0.0,0.1729,1,26,97.14,551,41,1,0,1,Company staff,1.0,have no idea,Changde
552002,1.0,21,0.0,0.1729,0,23,208.06,626,24,1,1,1,Company staff,1.0,Interdisciplinary,Shangluo
552054,2.0,90,1.0,0.14378141,1,35,102.76,583,34,1,0,1,Company staff,1.0,literature,Pingxiang
552534,1.0,21,0.0,0.1729,1,28,13.54,551,36,1,0,1,Self-employed,1.0,Basic Mathematics,Sanming
552586,1.0,20,0.0,0.1679,1,32,123.82,664,32,1,0,1,White-collar worker,1.0,Financial Law,Wuhan
552598,1.5,120,1.0,0.18277915,1,22,439.68,592,13,1,1,1,Company staff,1.0,Law,Zhangjiajie
552615,1.0,14,0.0,0.1122,1,22,212.72,609,21,1,1,1,Other,1.0,entertainment,other
552722,1.5,120,1.0,0.18277915,1,32,594.65,566,33,1,0,1,Company staff,1.0,"Physics, computers",Anyang
552849,1.0,21,0.0,0.2453,0,25,241.2,429,5,1,1,1,Worker,0.0,Unknown,Bozhou
553081,1.0,14,0.0,0.1122,1,25,192.75,551,35,1,0,1,Company staff,1.0,economics,Anshan
553424,1.0,21,0.0,0.1729,1,33,206.23,644,22,1,0,1,Worker,0.0,transportation,Dongying
553451,1.0,21,0.0,0.1729,1,29,141.16,551,23,1,1,0,Worker,1.0,math,Chengdu
553614,1.0,30,0.0,0.2622,1,24,71.29,551,4,1,0,1,Self-employed,1.0,finance,Luohe City
554009,1.0,21,0.0,0.1729,1,24,318.26,587,25,1,1,1,Company staff,1.0,economy,Mianyang
